Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Norfolk,Council,E10000020,Social care-related quality of life score,18-64,19.1,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,Social care-related quality of life score,65 and over,18.8,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,Social care-related quality of life score,Female,18.8,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,Social care-related quality of life score,Male,19.1,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,Social care-related quality of life score,Total,18.9,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The outcome of short-term services: sequel to service,18-64,99.3,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The outcome of short-term services: sequel to service,65 and over,99.2,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The outcome of short-term services: sequel to service,Total,99.2,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of adults in contact with secondary mental health services in paid employment,Female,11.0,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of adults in contact with secondary mental health services in paid employment,Male,8.0,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of adults in contact with secondary mental health services in paid employment,Total,9.0,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Female,74.0,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Male,76.0,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,"The proportion of adults in contact with secondary mental health services living independently, with or without support",Total,75.0,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of adults with a learning disability in paid employment,Female,2.6,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of adults with a learning disability in paid employment,Male,3.5,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of adults with a learning disability in paid employment,Total,3.1,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of adults with a learning disability who live in their own home or with their family,Female,75.7,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of adults with a learning disability who live in their own home or with their family,Male,73.7,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of adults with a learning disability who live in their own home or with their family,Total,74.5,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of carers who find it easy to find information about support,18-64,51.9,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The proportion of carers who find it easy to find information about support,65 and over,61.5,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of carers who find it easy to find information about support,Female,53.3,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of carers who find it easy to find information about support,Male,67.0,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of carers who find it easy to find information about support,Total,57.7,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of carers who receive direct payments,18-64,100.0,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The proportion of carers who receive direct payments,Total,99.5,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of carers who receive direct payments,65 and over,98.33,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of carers who receive self-directed support,18-64,100.0,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The proportion of carers who receive self-directed support,Total,99.5,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of carers who receive self-directed support,65 and over,98.33,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,18-64,64.3,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,65 and over,64.4,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Female,58.4,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Male,76.5,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of carers who report that they have been included or consulted in discussion about the person they care for,Total,64.2,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of carers who reported that they had as much social contact as they would like,18-64,22.7,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The proportion of carers who reported that they had as much social contact as they would like,65 and over,26.0,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of carers who reported that they had as much social contact as they would like,Female,25.0,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of carers who reported that they had as much social contact as they would like,Male,22.8,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of carers who reported that they had as much social contact as they would like,Total,24.5,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Female,2.7,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Male,1.6,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,Total,2.2,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of older people (aged 65 and over) who received reablement/rehabilitation services after discharge from hospital,65 and over,2.17,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Female,84.5,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Male,86.1,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,Total,85.1,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of older people (aged 65 and over) who were still at home 91 days after discharge from hospital into reablement/rehabilitation services,65 and over,85.12,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who feel safe,18-64,67.0,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who feel safe,65 and over,69.4,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who feel safe,Female,66.3,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who feel safe,Male,72.3,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who feel safe,Total,68.5,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who find it easy to find information about support,18-64,60.4,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who find it easy to find information about support,65 and over,69.3,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who find it easy to find information about support,Female,63.4,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who find it easy to find information about support,Male,68.6,16963.01,25427,357482.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who find it easy to find information about support,Total,65.8,16963.01,25427,736104.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who have control over their daily life,18-64,81.4,16963.01,25427,513438.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who have control over their daily life,65 and over,77.1,16963.01,25427,222666.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who have control over their daily life,Female,77.5,16963.01,25427,378622.0,2019
Norfolk,Council,E10000020,The proportion of people who use services who have control over their daily life,Male,81.0,16963.01,25427,357482.0,2019
