Geographical Description,Geographical Level,ONS Code,Measure Group Description,Disaggregation Level,Measure Value,IMD - Average rank ,Annual Pay Mean,Population,Year
Newham,Council,E09000025,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,45.0,24138.7,34757,144959.0,2021
Newham,Council,E09000025,Proportion of adults with learning disabilities in paid employment,Total,8.9,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of adults with learning disabilities in paid employment,Female,8.5,24138.7,34757,123793.0,2021
Newham,Council,E09000025,Proportion of adults with learning disabilities in paid employment,Male,9.1,24138.7,34757,144959.0,2021
Newham,Council,E09000025,Proportion of adults with learning disabilities who live in their own home or with their family,Total,85.1,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of adults with learning disabilities who live in their own home or with their family,Female,88.6,24138.7,34757,123793.0,2021
Newham,Council,E09000025,Proportion of adults with learning disabilities who live in their own home or with their family,Male,83.4,24138.7,34757,144959.0,2021
Newham,Council,E09000025,Proportion of carers who receive direct payments,Total,100.0,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of carers who receive direct payments,18-64,100.0,24138.7,34757,240788.0,2021
Newham,Council,E09000025,Proportion of carers who receive direct payments,65 and over,100.0,24138.7,34757,27964.0,2021
Newham,Council,E09000025,Proportion of carers who receive self-directed support,Total,100.0,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of carers who receive self-directed support,18-64,100.0,24138.7,34757,240788.0,2021
Newham,Council,E09000025,Proportion of carers who receive self-directed support,65 and over,100.0,24138.7,34757,27964.0,2021
Newham,Council,E09000025,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Total,94.1,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Female,100.0,24138.7,34757,123793.0,2021
Newham,Council,E09000025,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,Male,83.3,24138.7,34757,144959.0,2021
Newham,Council,E09000025,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,65 and over,94.12,24138.7,34757,27964.0,2021
Newham,Council,E09000025,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Total,0.6,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Female,0.7,24138.7,34757,123793.0,2021
Newham,Council,E09000025,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,Male,0.4,24138.7,34757,144959.0,2021
Newham,Council,E09000025,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,65 and over,0.55,24138.7,34757,27964.0,2021
Newham,Council,E09000025,Proportion of people using social care who receive direct payments,Total,27.1,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of people using social care who receive direct payments,18-64,34.9,24138.7,34757,240788.0,2021
Newham,Council,E09000025,Proportion of people using social care who receive direct payments,65 and over,18.6,24138.7,34757,27964.0,2021
Newham,Council,E09000025,Proportion of people using social care who receive self-directed support,Total,100.0,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of people using social care who receive self-directed support,18-64,100.0,24138.7,34757,240788.0,2021
Newham,Council,E09000025,Proportion of people using social care who receive self-directed support,65 and over,100.0,24138.7,34757,27964.0,2021
Newham,Council,E09000025,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,Total,93.8,24138.7,34757,268752.0,2021
Newham,Council,E09000025,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,18-64,93.6,24138.7,34757,240788.0,2021
Newham,Council,E09000025,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,65 and over,94.0,24138.7,34757,27964.0,2021
Norfolk,Council,E10000020,Adjusted Social care-related quality of life – impact of Adult Social Care services,Total,0.383,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",Total,553.8,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",Total,16.1,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,Total,69.7,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,18-64,68.2,16963.01,27521,516514.0,2021
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,65 and over,70.9,16963.01,27521,225343.0,2021
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,Female,71.3,16963.01,27521,381406.0,2021
Norfolk,Council,E10000020,Overall satisfaction of people who use services with their care and support,Male,67.0,16963.01,27521,360451.0,2021
Norfolk,Council,E10000020,Proportion of adults in contact with secondary mental health services in paid employment,Total,11.0,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,Proportion of adults in contact with secondary mental health services in paid employment,Female,12.0,16963.01,27521,381406.0,2021
Norfolk,Council,E10000020,Proportion of adults in contact with secondary mental health services in paid employment,Male,10.0,16963.01,27521,360451.0,2021
Norfolk,Council,E10000020,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Total,71.0,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Female,72.0,16963.01,27521,381406.0,2021
Norfolk,Council,E10000020,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",Male,71.0,16963.01,27521,360451.0,2021
Norfolk,Council,E10000020,Proportion of adults with learning disabilities in paid employment,Total,4.6,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,Proportion of adults with learning disabilities in paid employment,Female,4.3,16963.01,27521,381406.0,2021
Norfolk,Council,E10000020,Proportion of adults with learning disabilities in paid employment,Male,4.9,16963.01,27521,360451.0,2021
Norfolk,Council,E10000020,Proportion of adults with learning disabilities who live in their own home or with their family,Total,74.5,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,Proportion of adults with learning disabilities who live in their own home or with their family,Female,76.6,16963.01,27521,381406.0,2021
Norfolk,Council,E10000020,Proportion of adults with learning disabilities who live in their own home or with their family,Male,73.0,16963.01,27521,360451.0,2021
Norfolk,Council,E10000020,Proportion of carers who receive direct payments,Total,94.9,16963.01,27521,741857.0,2021
Norfolk,Council,E10000020,Proportion of carers who receive direct payments,18-64,93.4,16963.01,27521,516514.0,2021
Norfolk,Council,E10000020,Proportion of carers who receive direct payments,65 and over,97.56,16963.01,27521,225343.0,2021
Norfolk,Council,E10000020,Proportion of carers who receive self-directed support,Total,94.9,16963.01,27521,741857.0,2021
